text,category
"Borrower Undertaking: The Bank levies a sanction processing fee of 1.0% on the gross loan value, payable prior to loan agreement signing.",Processing Fee
General Obligation: The loan agreement remains legally binding for a term of 60 months or until all outstanding obligations are cleared.,Loan Tenure
Special Covenant: A penal interest rate of 2.0% per annum shall be charged on all overdue EMI payments for the exact period of delay.,Late Fee
Mandatory Condition: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
Borrower Undertaking: The Borrower's credit score must be at least 725 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
Mandatory Condition: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
"Important Stipulation: The Bank levies a sanction processing fee of 0.5% on the gross loan value, payable prior to loan agreement signing.",Processing Fee
"Special Covenant: Legal verification fee of INR 2,500 and technical valuation fees of INR 2,500 shall be recovered separately.",Hidden Charges
"The applicant must demonstrate a verified minimum net monthly salary of Rs. 35,000 to qualify for this credit facility.",Eligibility
"Mandatory Condition: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
General Obligation: A CIBIL credit report pull fee of Rs. 300 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
Clause 39: A CIBIL credit report pull fee of Rs. 150 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
"Important Stipulation: A document retrieval and duplicate statement issuance fee of Rs. 1,500 plus taxes shall apply to each physical service request.",Hidden Charges
Important Stipulation: The borrower shall pay foreclosure fees equivalent to 4.0% of the remaining unpaid principal at the date of payoff.,Foreclosure
"Mandatory Condition: The applicant must demonstrate a verified minimum net monthly salary of Rs. 50,000 to qualify for this credit facility.",Eligibility
"Clause 23: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
General Obligation: The maturity date of the loan facility shall fall exactly 20 years following the initial drawdown timestamp.,Loan Tenure
Section 29.2: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
"Mandatory Condition: A non-refundable administrative processing fee of 1.0% of the sanctioned loan amount, subject to a minimum of Rs. 5,000, is payable.",Processing Fee
Section 14.2: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
Section 38.3: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 2.0% fee.,Prepayment
Mandatory Condition: A foreclosure charge of 2.0% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
Borrower Undertaking: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"Clause 23: A non-refundable administrative processing fee of 1.5% of the sanctioned loan amount, subject to a minimum of Rs. 7,500, is payable.",Processing Fee
Special Covenant: Self-employed applicants must show audited financial accounts reflecting net profits for at least 2 consecutive assessment years.,Eligibility
Special Covenant: A physical ECS/NACH mandate registration swap fee of Rs. 450 shall be charged for changing the repayment bank account.,Hidden Charges
All statutory levies and stamp duties payable on this agreement shall be deposited with the competent treasury authority.,Tax
Mandatory Condition: The Borrower's credit score must be at least 750 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
Important Stipulation: A foreclosure charge of 2.0% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
Special Covenant: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 36.0% compounded monthly.,Late Fee
General Obligation: Late fee calculation begins automatically at 00:01 AM on the day following the missed monthly payment deadline.,Late Fee
"Borrower Undertaking: Monthly EMI payments of INR 68,200 must be serviced through an active National Automated Clearing House (NACH) mandate.",EMI
"Section 32.3: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Section 25.1: The effective annual percentage rate (APR) is calculated as 14.25% inclusive of all underlying margin spreads and capital charges.,Interest Rate
General Obligation: An origination fee of 3.0% of the total credit limit shall be charged upon issuance of the formal loan sanction letter.,Processing Fee
"Clause 44: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
Important Stipulation: A physical ECS/NACH mandate registration swap fee of Rs. 150 shall be charged for changing the repayment bank account.,Hidden Charges
Section 24.1: A penal interest rate of 18.0% per annum shall be charged on all overdue EMI payments for the exact period of delay.,Late Fee
General Obligation: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
Clause 41: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 2.0% fee.,Prepayment
"Borrower Undertaking: A one-time file handling and login processing charge of Rs. 10,000 must be paid along with the application form submission.",Processing Fee
Section 32.3: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
Terms and Conditions: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 1.5% fee.,Prepayment
